employee_id,employee_type,first_name,last_name,date_of_birth,gender,country_of_origin,education_level,home_prefecture,home_city,english_proficiency,japanese_proficiency,hire_date,employment_start_date,employment_status,recruitment_source,initial_position,initial_level,current_position,current_level,current_salary
DUD100682,Teacher,Sarah,Miller,1996-04-20,Male,USA,Doctorate,Tokyo,Koto,5,1,2024-06-09,2024-06-11,Offboarded,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100683,Teacher,Emily,Carter,1977-03-23,Female,USA,Other,Saitama,Koshigaya,5,2,2020-09-19,2020-09-29,Active,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD100684,Teacher,Jessica,Davis,1980-09-22,Male,USA,Bachelor's Degree,Saitama,Saitama,5,4,2025-08-09,2025-08-29,Offboarded,Social Media,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100685,Teacher,Daniel,Williams,1992-05-19,Female,USA,Bachelor's Degree,Tokyo,Nerima,5,1,2022-05-22,2022-06-09,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100686,Teacher,Rahul,Mehta,1981-06-26,Male,India,Master's Degree,Tokyo,Koto,5,4,2024-09-20,2024-09-21,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100687,Teacher,Noah,Collins,1989-10-10,Female,Australia,Bachelor's Degree,Chiba,Ichikawa,5,2,2023-11-18,2023-12-04,Active,Other,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100688,Teacher,Jessica,Davis,1980-12-25,Female,USA,Master's Degree,Saitama,Kawagoe,5,3,2022-07-04,2022-07-16,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100689,Teacher,Amelia,Taylor,1985-08-26,Female,UK,Bachelor's Degree,Saitama,Asaka,5,1,2021-04-08,2021-05-01,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100690,Teacher,Mia,Walker,1972-11-22,Male,Australia,Bachelor's Degree,Kanagawa,Sagamihara,5,1,2024-08-02,2024-08-05,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100691,Teacher,Sarah,Miller,1998-09-20,Female,USA,Bachelor's Degree,Saitama,Wako,5,1,2023-04-20,2023-05-15,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100692,Teacher,Min-seo,Kang,1982-02-08,Male,South Korea,Bachelor's Degree,Tokyo,Koto,4,2,2022-08-04,2022-08-31,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100693,Teacher,Sofía,Martínez,1972-05-30,Female,Mexico,Bachelor's Degree,Kanagawa,Fujisawa,5,1,2021-06-22,2021-07-03,Offboarded,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100694,Teacher,Jessica,Davis,1985-11-29,Male,USA,Associate Degree,Saitama,Kawaguchi,5,2,2025-12-10,2025-12-16,Active,Teacher Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100695,Teacher,Sofía,Martínez,1970-08-21,Male,Mexico,Bachelor's Degree,Tokyo,Koto,5,1,2023-10-21,2023-10-29,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100696,Teacher,Priya,Patel,1998-08-30,Male,India,Associate Degree,Tokyo,Edogawa,5,1,2025-05-15,2025-06-08,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100697,Teacher,Charlotte,Brown,1986-08-11,Female,UK,Master's Degree,Tokyo,Nerima,5,2,2020-08-23,2020-09-14,Active,Indeed,ALT / English Teacher,1,Lead Trainer,6,300000
DUD100698,Teacher,George,Davies,1993-06-20,Male,UK,Other,Tokyo,Koto,5,2,2023-06-07,2023-06-12,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100699,Teacher,Sophie,Evans,1998-06-12,Male,UK,Bachelor's Degree,Saitama,Saitama,5,5,2020-05-30,2020-06-01,Active,Indeed,ALT / English Teacher,1,Trainer,4,280000
DUD100700,Teacher,Noah,Collins,1998-06-02,Female,Australia,Bachelor's Degree,Saitama,Kawaguchi,5,2,2023-12-18,2023-12-24,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100701,Teacher,Sarah,Miller,1985-09-23,Female,USA,Associate Degree,Kanagawa,Sagamihara,5,4,2023-09-08,2023-09-08,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100702,Teacher,Sofía,Martínez,2000-03-15,Male,Mexico,Bachelor's Degree,Kanagawa,Sagamihara,3,1,2023-06-12,2023-07-08,Offboarded,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100703,Teacher,Niamh,O'Brien,1994-12-06,Female,Ireland,Other,Tokyo,Ota,5,3,2025-09-22,2025-10-05,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100704,Teacher,Sophie,Wright,1984-04-09,Male,New Zealand,Bachelor's Degree,Tokyo,Setagaya,5,3,2020-08-30,2020-09-15,Active,Indeed,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100705,Teacher,Angela,Reyes,1984-06-18,Female,Philippines,Bachelor's Degree,Tokyo,Ota,3,3,2020-12-17,2020-12-17,Active,Other,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100706,Teacher,Ethan,Martin,1990-05-09,Female,Canada,Bachelor's Degree,Chiba,Funabashi,5,1,2021-09-25,2021-10-04,Active,Employee Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100707,Teacher,Ananya,Singh,1999-07-29,Male,India,Bachelor's Degree,Tokyo,Koto,5,2,2025-09-29,2025-10-26,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100708,Teacher,Ethan,Martin,1982-09-02,Female,Canada,Bachelor's Degree,Tokyo,Setagaya,5,2,2023-04-20,2023-05-19,Offboarded,Social Media,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100709,Teacher,Mia,Walker,1979-06-08,Female,Australia,Master's Degree,Tokyo,Itabashi,5,2,2024-04-20,2024-05-15,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100710,Teacher,Aisha,Botha,1975-04-05,Female,South Africa,Other,Kanagawa,Sagamihara,5,2,2019-04-21,2019-04-26,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100711,Teacher,Mariana,Rodríguez,1993-03-27,Female,Mexico,Bachelor's Degree,Tokyo,Itabashi,4,1,2022-12-02,2022-12-06,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100712,Teacher,Amelia,Taylor,1974-02-15,Female,UK,Bachelor's Degree,Saitama,Soka,5,2,2024-10-21,2024-11-03,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100713,Teacher,Emily,Carter,2000-10-26,Female,USA,Master's Degree,Chiba,Matsudo,5,1,2025-11-01,2025-11-10,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100714,Teacher,Mark,Garcia,1989-01-03,Male,Philippines,Bachelor's Degree,Tokyo,Itabashi,5,2,2024-01-23,2024-01-29,Active,University/College Partnership,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100715,Teacher,Emily,Carter,1992-12-09,Female,USA,Bachelor's Degree,Tokyo,Hachioji,5,2,2019-08-01,2019-08-04,Active,Social Media,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100716,Teacher,James,Thompson,1999-06-21,Female,UK,Bachelor's Degree,Tokyo,Itabashi,5,1,2022-10-26,2022-11-17,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100717,Teacher,Priya,Patel,1987-04-19,Female,India,Bachelor's Degree,Tokyo,Edogawa,4,1,2026-01-23,2026-02-22,Offboarded,Job Fair,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100718,Teacher,Jessica,Davis,2000-08-07,Male,USA,Master's Degree,Tokyo,Itabashi,5,1,2019-10-21,2019-11-15,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100719,Teacher,Sarah,Miller,1996-12-23,Female,USA,Bachelor's Degree,Tokyo,Shinjuku,5,1,2025-09-14,2025-09-14,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100720,Teacher,Sean,Murphy,1985-02-18,Female,Ireland,Bachelor's Degree,Tokyo,Setagaya,5,3,2023-11-26,2023-12-19,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100721,Teacher,Daniel,Williams,1997-06-20,Male,USA,Bachelor's Degree,Tokyo,Tachikawa,5,2,2020-08-10,2020-09-05,Active,Company Website,ALT / English Teacher,1,Trainer,4,280000
DUD100722,Teacher,Michael,Johnson,1974-09-19,Female,USA,Other,Kanagawa,Atsugi,5,2,2021-02-26,2021-02-28,Active,LinkedIn,ALT / English Teacher,1,Senior Trainer,5,290000
DUD100723,Teacher,Thabo,Mokoena,1981-08-25,Female,South Africa,Doctorate,Tokyo,Shinjuku,5,1,2022-12-09,2022-12-31,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100724,Teacher,Emily,Carter,1975-05-19,Male,USA,Bachelor's Degree,Kanagawa,Yamato,5,3,2023-11-18,2023-12-08,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100725,Teacher,Maya,Brown,1982-08-02,Male,Canada,Bachelor's Degree,Chiba,Funabashi,5,1,2022-07-27,2022-08-18,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100726,Teacher,Luis,González,2001-03-05,Female,Mexico,Bachelor's Degree,Kanagawa,Yokohama,4,2,2024-06-30,2024-07-26,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100727,Teacher,George,Davies,1983-12-27,Male,UK,Master's Degree,Saitama,Saitama,5,4,2021-09-13,2021-10-12,Active,Job Fair,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100728,Teacher,Mia,Walker,1973-01-29,Female,Australia,Bachelor's Degree,Tokyo,Nerima,5,4,2025-09-20,2025-10-10,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100729,Teacher,Michael,Johnson,1970-09-29,Female,USA,Doctorate,Tokyo,Shinjuku,5,2,2025-03-14,2025-03-28,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100730,Teacher,Lucas,Anderson,1979-07-07,Male,Canada,Bachelor's Degree,Saitama,Koshigaya,5,1,2022-04-21,2022-05-02,Active,Employee Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100731,Teacher,Jack,Taylor,1988-01-24,Female,Australia,Bachelor's Degree,Tokyo,Tachikawa,5,2,2020-06-21,2020-07-12,Active,Company Website,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100732,Teacher,Michael,Johnson,1980-09-16,Male,USA,Bachelor's Degree,Tokyo,Edogawa,5,3,2023-10-14,2023-10-26,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100733,Teacher,Mark,Garcia,1977-09-03,Female,Philippines,Master's Degree,Tokyo,Nerima,5,1,2019-04-13,2019-04-16,Active,University/College Partnership,ALT / English Teacher,1,Senior Trainer,5,290000
DUD100734,Teacher,Joshua,Aquino,1977-08-21,Female,Philippines,Bachelor's Degree,Tokyo,Koto,4,2,2019-05-23,2019-06-13,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100735,Teacher,James,Thompson,2000-06-20,Female,UK,Master's Degree,Tokyo,Itabashi,5,4,2025-10-14,2025-10-14,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100736,Teacher,Michael,Johnson,1980-03-29,Male,USA,Bachelor's Degree,Tokyo,Koto,5,3,2020-05-14,2020-05-23,Offboarded,Employee Referral,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100737,Teacher,Jack,Harris,1981-05-16,Male,New Zealand,Bachelor's Degree,Tokyo,Itabashi,5,1,2022-12-27,2023-01-24,Active,Job Fair,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100738,Teacher,Joon-ho,Choi,1982-02-09,Female,South Korea,Master's Degree,Chiba,Chiba,4,2,2021-09-19,2021-10-10,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100739,Teacher,Mark,Garcia,1979-04-04,Male,Philippines,Master's Degree,Tokyo,Ota,5,4,2025-05-10,2025-06-07,Offboarded,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100740,Teacher,Sophie,Evans,1984-11-09,Male,UK,Bachelor's Degree,Tokyo,Nerima,5,1,2019-09-16,2019-10-04,Active,University/College Partnership,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100741,Teacher,Mia,Walker,1982-12-09,Male,Australia,Bachelor's Degree,Tokyo,Koto,5,2,2020-12-06,2020-12-22,Offboarded,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100742,Teacher,Liam,Anderson,1970-09-13,Male,Australia,Bachelor's Degree,Tokyo,Setagaya,5,1,2022-09-04,2022-09-04,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100743,Teacher,Oliver,Wilson,1992-07-08,Male,UK,Bachelor's Degree,Chiba,Funabashi,5,4,2022-04-13,2022-04-17,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100744,Teacher,James,Thompson,1985-11-28,Male,UK,Bachelor's Degree,Saitama,Wako,5,2,2020-05-06,2020-06-03,Active,LinkedIn,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100745,Teacher,Maya,Brown,1995-12-08,Male,Canada,Bachelor's Degree,Chiba,Ichikawa,5,1,2025-06-18,2025-06-24,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100746,Teacher,Maya,Brown,1994-06-26,Male,Canada,Bachelor's Degree,Chiba,Matsudo,5,1,2025-02-24,2025-03-10,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100747,Teacher,Angela,Reyes,1985-11-21,Male,Philippines,Bachelor's Degree,Tokyo,Ota,5,4,2019-07-18,2019-08-17,Offboarded,University/College Partnership,ALT / English Teacher,1,Trainer,4,280000
DUD100748,Teacher,Charlotte,Brown,1975-09-17,Male,UK,Bachelor's Degree,Kanagawa,Fujisawa,5,1,2023-08-26,2023-08-30,Active,Social Media,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100749,Teacher,Joon-ho,Choi,1973-10-19,Female,South Korea,Bachelor's Degree,Chiba,Urayasu,4,2,2022-07-04,2022-07-22,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100750,Teacher,Joshua,Aquino,2001-06-21,Female,Philippines,Bachelor's Degree,Tokyo,Tachikawa,4,3,2020-12-24,2021-01-02,Active,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD100751,Teacher,Rohan,Gupta,1975-02-23,Female,India,Bachelor's Degree,Tokyo,Setagaya,5,1,2020-05-29,2020-06-13,Active,Indeed,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100752,Teacher,Daniel,Kamau,1991-09-13,Male,Kenya,Other,Chiba,Kashiwa,4,2,2024-03-03,2024-03-30,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100753,Teacher,Emily,Carter,1977-08-29,Female,USA,Bachelor's Degree,Saitama,Tokorozawa,5,2,2022-07-01,2022-07-10,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100754,Teacher,Diego,López,2001-04-18,Male,Mexico,Master's Degree,Tokyo,Ota,4,1,2020-08-05,2020-08-23,Active,Company Website,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100755,Teacher,Luis,González,1971-11-30,Male,Mexico,Associate Degree,Tokyo,Koto,5,3,2022-05-09,2022-05-09,Offboarded,Job Fair,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100756,Teacher,Jessica,Davis,1993-01-05,Male,USA,Bachelor's Degree,Saitama,Koshigaya,5,2,2025-07-24,2025-08-03,Active,Job Fair,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100757,Teacher,Jessica,Davis,1987-09-03,Male,USA,Bachelor's Degree,Chiba,Matsudo,5,2,2024-07-15,2024-08-03,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100758,Teacher,Faith,Njeri,1975-10-22,Male,Kenya,Master's Degree,Saitama,Koshigaya,5,3,2020-01-02,2020-01-03,Active,Job Board,ALT / English Teacher,1,Trainer,4,280000
DUD100759,Teacher,Diego,López,1984-07-08,Male,Mexico,Master's Degree,Kanagawa,Atsugi,5,1,2021-03-13,2021-04-05,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100760,Teacher,Daniel,Williams,1971-09-06,Female,USA,Master's Degree,Tokyo,Itabashi,5,2,2019-07-30,2019-08-28,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100761,Teacher,Jessica,Davis,1978-10-12,Female,USA,Bachelor's Degree,Tokyo,Nerima,5,1,2021-01-23,2021-02-05,Offboarded,Company Website,ALT / English Teacher,1,Trainer,4,280000
DUD100762,Teacher,Jessica,Davis,1979-02-17,Female,USA,Bachelor's Degree,Tokyo,Shinjuku,5,2,2023-10-28,2023-11-15,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100763,Teacher,Joshua,Aquino,1978-07-13,Male,Philippines,Master's Degree,Saitama,Asaka,5,2,2025-07-06,2025-08-02,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100764,Teacher,Mia,Walker,1995-07-13,Female,Australia,Bachelor's Degree,Chiba,Ichikawa,5,1,2024-11-02,2024-11-09,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100765,Teacher,Daniel,Williams,1987-07-07,Male,USA,Master's Degree,Tokyo,Koto,5,4,2020-02-01,2020-02-18,Active,International Recruitment,ALT / English Teacher,1,Senior Trainer,5,290000
DUD100766,Teacher,Mia,Walker,1994-06-28,Female,Australia,Master's Degree,Tokyo,Tachikawa,5,4,2022-03-13,2022-04-02,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100767,Teacher,James,Thompson,1979-03-01,Female,UK,Bachelor's Degree,Chiba,Urayasu,5,4,2019-12-12,2019-12-19,Active,Recruitment Agency,ALT / English Teacher,1,Trainer,4,280000
DUD100768,Teacher,Carlos,Hernández,1973-03-05,Male,Mexico,Associate Degree,Saitama,Saitama,5,2,2020-09-12,2020-09-20,On Leave,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100769,Teacher,Daniel,Williams,1991-06-04,Male,USA,Bachelor's Degree,Chiba,Funabashi,5,1,2019-11-13,2019-11-13,Offboarded,Job Fair,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100770,Teacher,Joshua,Aquino,1994-10-14,Female,Philippines,Bachelor's Degree,Tokyo,Ota,5,2,2024-01-13,2024-01-30,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100771,Teacher,Jack,Harris,1978-09-08,Male,New Zealand,Bachelor's Degree,Kanagawa,Kawasaki,5,1,2025-11-05,2025-11-05,Active,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100772,Teacher,Ha-eun,Jung,1970-09-02,Female,South Korea,Doctorate,Tokyo,Shinjuku,4,1,2021-04-09,2021-04-18,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100773,Teacher,Oliver,Wilson,1997-03-10,Female,UK,Bachelor's Degree,Saitama,Saitama,5,1,2025-05-05,2025-05-11,Active,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100774,Teacher,Charlotte,Brown,2001-12-27,Male,UK,Bachelor's Degree,Tokyo,Hachioji,5,1,2021-12-26,2022-01-11,Offboarded,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100775,Teacher,Sarah,Miller,1982-07-20,Male,USA,Bachelor's Degree,Kanagawa,Yamato,5,1,2025-06-12,2025-06-18,Active,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100776,Teacher,Arjun,Sharma,2001-04-29,Female,India,Bachelor's Degree,Chiba,Chiba,3,3,2022-04-12,2022-04-20,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100777,Teacher,James,Anderson,1992-03-21,Male,USA,Bachelor's Degree,Tokyo,Tachikawa,5,1,2021-07-21,2021-08-02,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100778,Teacher,George,Davies,1971-03-02,Male,UK,Associate Degree,Chiba,Ichikawa,5,4,2022-03-11,2022-04-05,Offboarded,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100779,Teacher,Ananya,Singh,1972-07-24,Male,India,Master's Degree,Saitama,Soka,5,4,2024-06-11,2024-06-24,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100780,Teacher,Olivia,Campbell,1990-12-18,Male,Australia,Master's Degree,Kanagawa,Kawasaki,5,4,2022-05-24,2022-06-18,Active,Other,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100781,Teacher,Rahul,Mehta,1995-08-14,Male,India,Bachelor's Degree,Saitama,Koshigaya,4,1,2026-01-24,2026-01-24,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100782,Teacher,Oliver,Wilson,1989-11-28,Female,UK,Bachelor's Degree,Tokyo,Tachikawa,5,1,2023-04-09,2023-04-24,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100783,Teacher,Ethan,Martin,1997-05-18,Male,Canada,Bachelor's Degree,Kanagawa,Sagamihara,5,1,2022-05-06,2022-05-14,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100784,Teacher,Min-seo,Kang,1980-06-09,Female,South Korea,Bachelor's Degree,Tokyo,Hachioji,5,2,2019-09-19,2019-10-06,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100785,Teacher,Oliver,Wilson,2000-06-06,Female,UK,Master's Degree,Chiba,Kashiwa,5,3,2025-12-24,2025-12-31,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100786,Teacher,Noah,Collins,1980-08-18,Female,Australia,Bachelor's Degree,Saitama,Wako,5,1,2024-01-11,2024-02-08,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100787,Teacher,Amelia,Taylor,1991-02-11,Male,UK,Associate Degree,Tokyo,Shinjuku,5,1,2019-09-30,2019-10-09,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100788,Teacher,Sophie,Evans,1979-08-22,Male,UK,Bachelor's Degree,Saitama,Kawagoe,5,2,2020-02-16,2020-03-17,Active,Job Board,ALT / English Teacher,1,Senior Trainer,5,290000
DUD100789,Teacher,Noah,Collins,1994-03-06,Male,Australia,Master's Degree,Chiba,Kashiwa,5,3,2026-01-20,2026-02-04,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100790,Teacher,Charlotte,Brown,1980-12-12,Male,UK,Bachelor's Degree,Chiba,Ichikawa,5,1,2022-10-11,2022-11-03,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100791,Teacher,Liam,Anderson,1995-02-21,Male,Australia,Bachelor's Degree,Kanagawa,Atsugi,5,2,2021-10-30,2021-11-13,Offboarded,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100792,Teacher,James,Anderson,1988-04-14,Female,USA,Bachelor's Degree,Saitama,Soka,5,3,2023-01-29,2023-02-08,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100793,Teacher,Sarah,Miller,1978-01-26,Female,USA,Doctorate,Tokyo,Setagaya,5,2,2025-06-19,2025-07-11,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100794,Teacher,Sarah,Miller,2000-12-14,Female,USA,Bachelor's Degree,Tokyo,Hachioji,5,3,2023-08-07,2023-09-04,Active,Teacher Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100795,Teacher,Oliver,Wilson,1985-02-09,Female,UK,Doctorate,Kanagawa,Yamato,5,2,2020-06-15,2020-07-08,Active,LinkedIn,ALT / English Teacher,1,Trainer,4,280000
DUD100796,Teacher,Mia,Walker,1989-07-18,Male,Australia,Bachelor's Degree,Tokyo,Koto,5,3,2025-11-09,2025-12-08,Offboarded,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100797,Teacher,Michael,Johnson,2000-03-25,Male,USA,Bachelor's Degree,Tokyo,Tachikawa,5,1,2025-11-03,2025-11-11,Offboarded,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100798,Teacher,Oliver,Wilson,1995-04-22,Female,UK,Bachelor's Degree,Saitama,Wako,5,1,2023-07-22,2023-08-01,Offboarded,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100799,Teacher,Min-seo,Kang,1989-04-24,Female,South Korea,Bachelor's Degree,Saitama,Koshigaya,4,1,2020-07-29,2020-08-07,Active,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100800,Teacher,Oliver,Wilson,1980-05-23,Female,UK,Bachelor's Degree,Tokyo,Edogawa,5,2,2024-12-13,2025-01-06,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100801,Teacher,James,Anderson,1970-04-20,Female,USA,Bachelor's Degree,Chiba,Ichikawa,5,1,2025-08-26,2025-09-08,On Leave,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100802,Teacher,Rahul,Mehta,2001-09-07,Female,India,Associate Degree,Tokyo,Ota,5,1,2020-10-12,2020-10-20,On Leave,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100803,Teacher,Emily,Carter,1984-09-03,Female,USA,Bachelor's Degree,Tokyo,Tachikawa,5,2,2024-12-30,2025-01-20,Offboarded,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100804,Teacher,Michael,Johnson,1978-07-17,Male,USA,Master's Degree,Saitama,Kawaguchi,5,4,2019-05-03,2019-05-10,Active,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100805,Teacher,Sofía,Martínez,1976-10-17,Male,Mexico,Bachelor's Degree,Tokyo,Tachikawa,4,1,2020-03-29,2020-04-28,Active,Job Board,ALT / English Teacher,1,Trainer,4,280000
DUD100806,Teacher,Mia,Walker,2001-11-06,Female,Australia,Bachelor's Degree,Tokyo,Nerima,5,2,2025-10-17,2025-10-24,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100807,Teacher,Alejandro,García,1980-05-27,Male,Mexico,Doctorate,Saitama,Asaka,5,2,2023-04-02,2023-04-19,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100808,Teacher,Seo-yeon,Lee,1990-01-22,Male,South Korea,Bachelor's Degree,Saitama,Saitama,4,4,2020-07-09,2020-07-20,Active,Employee Referral,ALT / English Teacher,1,Trainer,4,280000
DUD100809,Teacher,Mia,Walker,2000-10-29,Male,Australia,Bachelor's Degree,Tokyo,Hachioji,5,1,2023-11-01,2023-11-02,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
