employee_id,first_name,last_name,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,offboarding_date,departure_type,leaving_reason,exit_satisfaction,would_recommend,would_return,rehire_eligible
DUD100723,Alejandro,Brown,2021-06-09,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100724,Miguel,Gonzalez,2022-11-02,2023-10-26,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,2023-10-26,Involuntary,Contract End,3,0,1,0
DUD100725,Maria,Perez,2023-03-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100726,Sarah,Gonzalez,2024-08-15,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100727,Carlos,Rodriguez,2026-06-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100728,Marco,Miller,2026-01-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100729,Miguel,Williams,2023-05-25,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100730,Hannah,Torres,2023-08-30,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100731,Matthew,Gonzalez,2021-05-11,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100732,Jessica,Garcia,2022-12-02,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100733,Olivia,Gonzalez,2024-09-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100734,Sofia,Brown,2024-02-16,2024-12-09,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,2024-12-09,Voluntary,Personal Reasons,NULL,NULL,NULL,1
DUD100735,Michael,Allen,2024-07-28,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100736,Laura,Walker,2025-12-06,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100737,Ana,Ramirez,2023-12-02,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100738,Ana,Lee,2024-01-14,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100739,Emily,Hernandez,2021-05-12,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100740,James,Ramirez,2024-12-27,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100741,Olivia,Anderson,2021-11-16,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100742,Marco,Gonzalez,2021-08-21,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100743,Andres,Hall,2021-02-16,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100744,Daniel,Thompson,2024-10-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100745,Christopher,Ramirez,2023-08-18,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100746,Matthew,Perez,2023-07-22,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100747,Miguel,Young,2021-11-28,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100748,Jessica,Smith,2023-02-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100749,Christopher,Walker,2023-07-10,2025-06-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2025-06-03,Voluntary,Career Change,1,1,1,1
DUD100750,Emily,Thompson,2021-02-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100751,Michael,Miller,2023-08-31,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100752,James,Garcia,2021-01-29,2021-10-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2021-10-16,Voluntary,Work-Life Balance,5,0,0,1
DUD100753,Hannah,White,2022-02-21,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100754,Matthew,Rodriguez,2022-03-15,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100755,Christopher,Martinez,2025-06-04,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100756,Jessica,Wilson,2021-08-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100757,Christopher,Jackson,2026-08-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100758,John,Hall,2022-09-19,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100759,Robert,White,2025-03-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100760,Christopher,Williams,2023-06-27,2025-03-01,Inactive,Full-time,Lead Trainer,6,Initial Hire,Voluntary Resignation,2025-03-01,Involuntary,Contract End,2,1,0,0
DUD100761,Maria,Lopez,2023-05-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100762,Hannah,Garcia,2026-07-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100763,Emily,Ramirez,2024-08-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100764,Emma,Gonzalez,2024-01-24,2024-06-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,2024-06-24,Voluntary,Relocation,5,1,1,1
DUD100765,Juan,Hall,2021-09-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100766,James,Jackson,2026-01-21,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100767,Matthew,Perez,2024-07-26,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100768,Ana,Davis,2025-10-09,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100769,Diego,Sanchez,2022-06-14,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100770,Carlos,Perez,2025-04-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100771,Matthew,Hall,2021-03-15,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100772,Emma,Allen,2024-03-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100773,David,Moore,2024-12-20,2025-12-14,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2025-12-14,Voluntary,Assignment Issues,1,1,1,1
DUD100774,Miguel,Davis,2024-03-10,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100775,Andres,Martin,2025-02-21,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100776,Diego,Wilson,2023-02-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100777,Jessica,Thompson,2024-03-07,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100778,Sarah,Johnson,2023-05-04,2025-01-15,Inactive,Full-time,Senior Trainer,5,Initial Hire,Career Change,2025-01-15,Voluntary,Compensation,5,1,1,1
DUD100779,David,Miller,2025-01-06,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100780,Marco,Wilson,2026-01-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100781,William,Rodriguez,2025-01-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100782,Andres,Jackson,2025-09-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100783,Ana,Moore,2021-12-07,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100784,Emma,Rodriguez,2024-10-21,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100785,Ana,Martinez,2024-03-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100786,Andres,Rodriguez,2022-11-26,2023-05-18,Inactive,Full-time,Senior Teacher,3,Initial Hire,Personal Reasons,2023-05-18,Involuntary,Policy Violation,3,1,1,0
DUD100787,David,Rodriguez,2025-04-27,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100788,Matthew,Wilson,2026-02-06,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100789,Luis,Thompson,2024-08-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100790,Diego,Hall,2024-07-26,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100791,Robert,Martin,2024-12-03,2026-03-04,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,2026-03-04,Voluntary,Relocation,2,1,1,1
DUD100792,David,Rodriguez,2026-04-02,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100793,Emma,Miller,2025-10-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100794,Hannah,Miller,2026-02-10,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100795,Emma,Brown,2025-09-05,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100796,Emma,Taylor,2024-08-29,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100797,Thomas,Williams,2026-07-23,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100798,Thomas,Lee,2023-09-25,2025-02-16,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,2025-02-16,Voluntary,Work-Life Balance,4,1,1,1
DUD100799,Jessica,Walker,2023-09-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100800,Luis,Torres,2023-10-22,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100801,Carlos,Brown,2022-07-23,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100802,David,Allen,2026-03-14,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100803,Ana,Rodriguez,2025-06-02,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100804,David,Miller,2022-10-09,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100805,Miguel,Hall,2026-07-29,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100806,Hannah,Taylor,2023-01-02,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100807,David,Lopez,2022-05-04,2023-06-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2023-06-02,Voluntary,Compensation,5,1,1,1
DUD100808,Ana,Taylor,2025-06-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100809,Olivia,Perez,2023-08-18,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100810,Olivia,Martinez,2021-09-09,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100811,John,Johnson,2023-04-15,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100812,Emily,Ramirez,2021-09-20,2023-09-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,2023-09-08,Voluntary,Relocation,3,1,1,1
DUD100813,Juan,Jackson,2024-02-16,2026-06-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2026-06-23,Voluntary,Career Change,5,1,0,1
DUD100814,Sarah,Garcia,2023-03-11,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100815,Maria,Sanchez,2025-09-24,2026-02-09,Inactive,Full-time,Senior Trainer,5,Initial Hire,Performance,2026-02-09,Involuntary,Attendance,4,1,0,0
DUD100816,Daniel,Sanchez,2022-01-14,2024-04-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2024-04-03,Voluntary,Assignment Issues,3,0,1,1
DUD100817,Daniel,Smith,2024-04-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100818,John,Martin,2021-09-19,2023-10-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2023-10-23,Voluntary,Compensation,3,1,0,1
DUD100819,William,Jackson,2021-03-25,2023-02-01,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,2023-02-01,Voluntary,Relocation,3,0,1,1
DUD100820,Diego,Wilson,2025-09-21,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100821,Carlos,Perez,2022-03-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100822,Hannah,Sanchez,2021-07-21,2023-09-17,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2023-09-17,Voluntary,Relocation,1,1,0,1
DUD100823,James,Thompson,2024-09-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100824,Andres,Moore,2023-02-25,2024-09-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2024-09-19,Voluntary,Relocation,NULL,NULL,NULL,1
DUD100825,Jose,Brown,2023-11-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100826,William,Lopez,2022-09-01,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100827,Sofia,Davis,2024-11-21,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100828,Juan,Hall,2021-03-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100829,John,Rodriguez,2025-01-25,2026-01-15,Inactive,Full-time,Senior Teacher,3,Initial Hire,Voluntary Resignation,2026-01-15,Involuntary,Client Request,NULL,NULL,NULL,0
DUD100830,Olivia,Johnson,2022-05-15,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100831,Matthew,Lee,2021-01-31,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100832,Sarah,Williams,2022-05-22,2023-12-11,Inactive,Full-time,Senior Trainer,5,Initial Hire,Personal Reasons,2023-12-11,Voluntary,Assignment Issues,1,1,1,1
DUD100833,Emily,Wilson,2021-12-19,2022-08-21,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,2022-08-21,Voluntary,Commute,3,1,1,1
DUD100834,Emma,Davis,2025-03-27,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100835,Sofia,Thompson,2022-05-16,2024-05-01,Inactive,Full-time,Senior Teacher,3,Initial Hire,Contract End,2024-05-01,Voluntary,Career Change,NULL,NULL,NULL,1
DUD100836,Jessica,White,2025-01-23,2025-07-13,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,2025-07-13,Voluntary,Career Development,4,1,0,1
DUD100837,Robert,Wilson,2022-05-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100838,Daniel,Torres,2025-03-28,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100839,Matthew,Anderson,2026-03-12,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100840,Michael,Wilson,2023-08-15,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100841,Carlos,Davis,2022-09-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100842,Michael,Thompson,2022-10-21,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100843,Ana,Jackson,2023-12-18,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100844,Hannah,Walker,2025-03-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100845,William,Martin,2026-03-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100846,Robert,Moore,2022-10-15,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100847,Juan,Jackson,2023-08-03,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100848,Robert,Torres,2023-10-31,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100849,Emily,Wilson,2021-10-20,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100850,David,Allen,2026-04-05,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100851,Daniel,Walker,2025-08-20,2027-02-26,Inactive,Full-time,Trainer,4,Initial Hire,Career Change,2027-02-26,Voluntary,Returning Home,2,0,1,1
DUD100852,Juan,Ramirez,2024-09-10,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100853,Christopher,Hernandez,2021-07-18,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100854,Ana,Smith,2025-02-01,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100855,Luis,Perez,2023-12-06,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100856,Jessica,Anderson,2021-02-13,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100857,Laura,Hall,2024-04-11,2025-03-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2025-03-10,Voluntary,Returning Home,2,1,0,1
DUD100858,Jessica,Brown,2022-06-19,2023-11-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2023-11-03,Voluntary,Personal Reasons,1,1,0,1
DUD100859,Andres,Torres,2021-03-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100860,Miguel,Lee,2024-03-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100861,Diego,Lee,2025-09-29,2027-10-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2027-10-28,Involuntary,Contract End,2,1,1,0
DUD100862,Emily,Anderson,2026-05-13,2028-07-21,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,2028-07-21,Involuntary,Performance,2,1,1,0
DUD100863,Emily,Lee,2025-09-27,2026-03-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2026-03-13,Involuntary,Contract End,4,1,0,0
DUD100864,Sofia,Smith,2022-07-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100865,Sarah,Torres,2022-08-25,2024-09-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2024-09-03,Voluntary,Assignment Issues,1,1,1,1
DUD100866,Alejandro,Rodriguez,2022-11-21,2024-03-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2024-03-15,Involuntary,Performance,3,1,1,0
DUD100867,Sofia,Martin,2023-03-18,2023-07-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2023-07-19,Voluntary,Commute,4,1,1,1
DUD100868,Thomas,Perez,2025-11-12,2028-02-23,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,2028-02-23,Voluntary,Returning Home,NULL,NULL,NULL,1
DUD100869,Michael,Sanchez,2025-03-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100870,Hannah,Gonzalez,2026-04-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100871,Jessica,Lee,2024-09-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100872,Matthew,Lopez,2023-05-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100873,Emma,Allen,2022-08-25,2024-01-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2024-01-03,Involuntary,Client Request,NULL,NULL,NULL,0
DUD100874,Laura,Hall,2023-09-18,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100875,Sarah,Sanchez,2023-08-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100876,Carlos,White,2025-01-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100877,Maria,Davis,2024-07-11,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100878,Robert,Martin,2026-07-19,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100879,Matthew,Rodriguez,2025-09-21,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100880,James,White,2025-02-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100881,Juan,Hall,2025-01-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100882,Sofia,Taylor,2024-08-22,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100883,Olivia,Miller,2022-12-19,2023-05-04,Inactive,Full-time,Senior Trainer,5,Initial Hire,Performance,2023-05-04,Voluntary,Career Change,2,1,1,1
DUD100884,Robert,Allen,2022-12-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100885,Matthew,Miller,2021-06-09,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100886,Jessica,Anderson,2023-10-01,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100887,Juan,Rodriguez,2025-07-03,2027-09-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2027-09-15,Voluntary,Commute,1,1,1,1
DUD100888,Robert,Torres,2025-11-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100889,James,Anderson,2023-05-06,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
